county,date,bars_visit_prop,completely_home_prop,full_time_work_prop,median_home_dwell_time,part_time_work_prop,restaurants_visit_prop,sgCH_ks,sgCH_sm,sgCH_roll7,sgFT_ks,sgFT_sm,sgFT_roll7,sgPT_ks,sgPT_sm,sgPT_roll7,sgHD_ks,sgHD_sm,sgHD_roll7,sgRES_ks,sgRES_sm,sgRES_roll7
adams,2020-03-16,NA,0.32559427513368,0.059041471854011,673.09689922481,0.0872014319872,201.47733519513,0.3313575547791105,0.32890583492631115,0.28696107279731,0.05253091539854847,0.051564952702096704,0.06717518238083886,0.08395801719110757,0.08334662439865238,0.10472803704904371,683.1483485029921,682.5242112960068,653.41749723145,204.90769458200793,212.37919787713008,275.06537261787287
adams,2020-03-17,NA,0.33924818525806,0.054589577510788,713.81007751938,0.078569457929264,108.99773350401,0.3403032387727394,0.3361861838121257,0.30204934948017287,0.05136721760913389,0.05086568145873929,0.06166244993776786,0.08181666235611319,0.08206791496645513,0.09681077303077429,693.9943324279132,693.7498025184524,669.7480620155029,190.55525491200112,201.05418087031558,253.97909468664
adams,2020-03-18,NA,0.34252664777374,0.052876418241715,708.12403100775,0.083702895987516,103.50256535181,0.34900944563043007,0.3432948482542028,0.31838029117727573,0.05021487164416621,0.05018445387317653,0.056884764513878,0.07970705465481677,0.08082557699157132,0.087527045159418,704.8544317155936,704.9215331907144,681.0188261351043,176.99753907193153,190.25602517703928,227.61372256101714
adams,2020-03-19,NA,0.42628029932981,0.045786049029787,762.98062015504,0.065458433305904,67.202473937147,0.3574035249764509,0.35020611217370207,0.34200604605666,0.04908137108056206,0.049521647015074,0.04995054785558986,0.0776485170245519,0.0796209529585389,0.07937437282468857,715.6954883940468,716.0754430796753,710.1971207087486,164.44473350565843,180.0532960485996,197.4892021550353
adams,2020-03-20,NA,0.40559450255193,0.039508203839682,658.99612403101,0.060170831185822,95.053468863132,0.36542599155672895,0.3568968813924134,0.3633733760952243,0.04797359270249884,0.04887758882525604,0.04545941695900057,0.07565775153435635,0.0784552484813656,0.07187885336852315,726.486559242365,727.2541335841565,723.1965669988929,153.0597271856631,170.50176325276195,164.07339377681842
adams,2020-03-21,NA,0.45511313591712,0.027393047822756,682.61627906977,0.051027758940872,77.99491343126,0.37303021289282434,0.3633466350282843,0.38077575358802,0.046897981139106246,0.04825255858994794,0.044458969981087,0.07374891008902214,0.0773295323322775,0.06972944838015528,737.1970973886031,738.4914164774708,713.8488372093028,142.95097659375386,161.64387156524842,128.92680932514986
adams,2020-03-22,NA,0.42200449703141,0.023829199323173,779.28682170543,0.042681642230765,97.880122343727,0.38018489821272367,0.3695373419577797,0.3880516489993929,0.04585993821099546,0.04764678758046115,0.04328913823170172,0.07193417825131324,0.07624473699679533,0.06697320736676328,747.7959840892604,749.7983767837252,711.2729789590271,134.17040942826551,153.50855810943963,107.44408751803086
adams,2020-03-23,NA,0.34757508134119,0.040652131360803,702.64341085271,0.067165978219829,105.12473713016,0.38687085285973183,0.37545334828241445,0.3911917641718943,0.04486416038750994,0.0470604598547226,0.040662089589814855,0.07022235358645401,0.07520165974271162,0.06411099968571028,758.2476421240102,761.1534756108812,715.4939091915843,126.71963786427034,146.1114127888668,93.67943065160657
adams,2020-03-24,NA,0.38712555186871,0.044555982998508,728.7519379845,0.069823812096012,121.73625903132,0.39308060927814614,0.38108124235690166,0.3980313879734157,0.04391469745322507,0.046493713215945164,0.039228718945203425,0.06861992433671044,0.07420096418666845,0.06286162170953143,768.5216116919324,772.4987552136076,717.6284606866014,120.54765097915671,139.45517504398634,95.49922001265085
adams,2020-03-25,NA,0.33555422609925,0.045559004400029,730.3488372093,0.075341243307579,127.4999511504,0.3988165023903548,0.38640970423078497,0.39703532773420286,0.04301500274283086,0.04594664032264302,0.038183374110676856,0.06713121264509771,0.07324318233839353,0.06166709989811186,778.5844950512429,783.7430632684154,720.8034330011086,115.56418330288808,133.53055618010947,98.927417983878
adams,2020-03-26,NA,0.42673136008652,0.047946523612574,796.73643410853,0.071610860671886,77.845228810985,0.40408908247082165,0.39142934635211696,0.3970997649851614,0.042167576828822606,0.04541928994315329,0.03849201333678929,0.06575856441972726,0.07232871709932188,0.06254601809325215,788.4034200994947,794.7717796115747,725.6256921373215,111.65048198883133,128.31736950214471,100.44781153728343
adams,2020-03-27,NA,0.43140324846785,0.042370298458958,866.51937984496,0.064332744884424,101.16465117975,0.40891499015104804,0.39613255213219345,0.4007867286874357,0.04137452447775473,0.044911668346833404,0.038900883996685856,0.06450177804867326,0.07145784518936281,0.06314057719305244,797.9475203716758,805.4611957243914,755.2718715393142,108.66465693254166,123.78593925211912,101.32083758251457
adams,2020-03-28,NA,0.45033932341854,0.024528960492573,969.58527131783,0.042085242917394,104.09424338128,0.4133133077793154,0.4005133185386074,0.40010475547335284,0.04063746680911933,0.044423740823172284,0.03849172866380257,0.06335935525733825,0.07063072047303205,0.06186307490398415,807.1870055266195,815.6948074881205,796.2674418604657,106.4705723676965,119.8987441028347,105.04931328966029
adams,2020-03-29,NA,0.47975184156694,0.026767243505741,974.60465116279,0.044852768341785997,81.394823678817,0.41730677095307717,0.40456710833308013,0.4083543761212857,0.039957075666578724,0.04395543331921168,0.038911449261312285,0.06232954319263968,0.06984737765411066,0.06217323577698715,816.0912665666008,825.3785229836392,824.1699889258028,104.91982755273624,116.61223352719024,102.69427062324458
